[METADATA]
Parameter,Value
Total Population,30917
Total Simulation Days,7

[DEVICE_SUMMARY]
Device,TotalLitersConsumed,TotalUses
toilet,2489600.00,1244800
shower,8156609.83,233951
wash_bassin,2590186.01,1281945
wash_machine,3874608.00,26907
dish_washer,4171502.96,5381635
tanque,988615.49,248643

[PULSE_DATA]
horario_segundos,toilet,shower,wash_bassin,wash_machine,dish_washer,tanque,total
50939,26.80,55.56,35.92,21.70,25.19,0.78,165.95
50940,27.20,55.85,35.32,21.70,25.36,0.78,166.20
50941,25.60,56.10,35.43,21.70,25.11,0.78,164.72
50942,32.80,56.15,35.29,21.70,25.30,0.78,172.02
50943,31.60,56.18,35.37,21.70,25.22,0.78,170.84
50944,33.60,56.21,35.44,21.70,25.17,0.91,173.04
50945,31.60,56.00,35.12,21.70,25.08,0.99,170.49
50946,32.40,56.00,35.96,21.70,25.52,0.99,172.57
50947,27.60,55.78,36.10,21.70,25.97,0.99,168.14
50948,30.40,55.66,36.23,21.70,26.20,0.99,171.19
50949,29.20,55.66,36.52,21.70,26.72,0.99,170.79
50950,28.00,55.44,36.37,21.70,26.35,1.04,168.90
50951,28.00,55.23,36.13,21.70,26.50,0.89,168.45
50952,30.80,55.20,36.33,21.70,26.57,0.89,171.49
50953,30.40,55.20,36.25,21.70,26.43,0.89,170.87
50954,28.80,55.30,36.50,21.60,26.57,0.89,169.67
50955,31.20,55.39,36.22,21.60,26.60,0.89,171.90
50956,34.40,55.49,36.62,21.60,26.68,0.89,175.69
50957,30.40,55.89,37.03,21.60,26.46,1.07,172.45
50958,30.00,56.15,37.59,21.60,26.45,1.07,172.87
50959,30.00,56.11,37.84,21.50,26.49,1.07,173.02
50960,29.60,56.21,38.04,21.50,26.29,1.07,172.71
50961,26.00,56.00,38.63,21.60,26.31,1.07,169.61
50962,26.80,55.80,38.48,21.60,26.15,1.07,169.91
50963,24.00,55.69,38.97,21.60,25.98,1.24,167.48
50964,22.80,55.27,38.86,21.70,25.92,1.19,165.75
50965,24.80,55.35,38.94,21.70,25.69,1.19,167.67
50966,27.60,55.46,38.48,21.80,26.32,1.19,170.85
50967,31.60,55.30,38.60,21.80,26.54,1.19,175.03
50968,33.20,55.25,38.39,21.80,26.85,1.35,176.85
50969,32.40,55.53,38.16,21.80,27.46,1.35,176.70
50970,27.60,55.53,38.33,21.80,27.50,1.22,171.98
50971,27.60,55.11,38.37,21.80,27.43,1.22,171.53
50972,25.20,55.00,38.37,21.70,27.66,1.14,169.06
50973,28.00,54.76,38.37,21.80,27.42,1.14,171.48
50974,32.80,54.63,38.21,21.80,27.40,1.14,175.98
50975,36.00,54.44,37.99,21.90,27.32,1.14,178.78
50976,32.40,54.60,38.15,21.90,27.40,1.14,175.59
50977,32.80,54.51,38.33,21.90,27.12,1.14,175.79
50978,30.40,54.41,38.09,21.90,26.82,1.14,172.75
50979,26.00,54.41,37.97,21.90,27.19,1.14,168.60
50980,23.60,54.35,37.54,21.90,26.89,1.14,165.42
50981,23.60,54.43,37.34,21.90,27.14,1.14,165.55
50982,23.20,54.34,37.53,21.90,27.01,0.97,164.95
50983,22.00,54.34,37.13,21.90,27.16,0.97,163.50
50984,21.20,54.82,36.72,21.90,27.11,0.97,162.72
50985,20.80,54.67,36.70,21.90,27.76,0.97,162.80
50986,22.00,54.93,36.88,21.90,27.68,0.97,164.36
50987,24.40,55.10,36.35,21.80,27.66,0.81,166.12
50988,25.20,55.06,36.08,21.80,27.72,0.67,166.53
50989,26.80,55.03,36.04,21.80,27.92,0.67,168.25
50990,27.20,55.38,36.18,21.80,28.06,0.67,169.29
50991,27.20,55.46,36.34,21.70,27.96,0.67,169.32
50992,22.40,55.46,36.58,21.70,27.76,0.67,164.56
50993,21.20,55.56,36.98,21.70,27.73,0.67,163.84
50994,18.80,55.71,36.79,21.70,27.49,0.67,161.15
50995,19.20,55.74,36.70,21.70,27.15,0.67,161.16
50996,14.80,55.68,36.69,21.70,27.30,0.67,156.83
50997,15.60,55.78,37.36,21.70,27.12,0.67,158.24
50998,16.40,55.83,37.21,21.60,27.16,0.67,158.87
50999,19.20,55.80,36.66,21.60,26.98,0.48,160.73
51000,20.40,55.85,36.45,21.60,27.00,0.48,161.78
51001,22.40,55.75,36.50,21.60,26.79,0.58,163.62
51002,26.40,55.71,37.09,21.60,26.96,0.58,168.34
51003,26.80,55.78,36.75,21.60,26.91,0.58,168.42
51004,25.20,55.87,36.56,21.70,26.78,0.58,166.69
51005,25.20,55.96,36.57,21.70,26.70,0.58,166.72
51006,26.00,55.96,36.61,21.70,26.90,0.58,167.75
51007,24.80,56.06,37.24,21.70,27.12,0.58,167.51
51008,25.20,55.87,37.88,21.70,27.34,0.58,168.57
51009,28.00,55.94,37.98,21.60,27.41,0.58,171.51
51010,26.80,56.12,37.55,21.60,27.37,0.58,170.02
51011,30.00,56.16,37.12,21.60,27.43,0.58,172.89
51012,30.80,56.18,37.01,21.60,27.75,0.72,174.05
51013,28.80,56.19,36.76,21.60,27.37,0.72,171.44
51014,24.80,56.44,36.37,21.60,26.73,0.72,166.66
51015,27.60,56.32,36.20,21.60,26.72,0.72,169.16
51016,24.40,56.43,36.05,21.70,26.69,0.72,165.98
51017,22.40,56.50,36.31,21.70,26.56,0.83,164.29
51018,23.20,56.53,37.04,21.70,26.95,0.83,166.25
51019,24.40,56.41,37.38,21.80,26.67,0.89,167.55
51020,24.40,56.40,37.60,21.80,26.59,0.89,167.68
51021,26.80,56.57,38.07,21.90,26.06,0.89,170.29
51022,28.40,56.70,38.17,21.90,26.50,0.78,172.46
51023,32.40,56.95,37.89,21.90,26.45,0.78,176.37
51024,34.80,56.95,37.68,21.80,26.70,0.78,178.71
51025,31.20,56.78,37.38,21.80,26.45,0.84,174.45
51026,29.20,56.57,36.95,21.80,26.56,0.84,171.92
51027,28.00,56.08,37.08,21.80,26.61,0.84,170.41
51028,22.80,56.30,36.84,21.80,26.30,0.93,164.96
51029,24.00,56.12,36.16,21.80,26.36,0.83,165.27
51030,25.20,56.30,36.41,21.80,26.36,0.89,166.96
51031,24.40,56.59,36.81,21.80,26.50,0.97,167.08
51032,25.20,56.58,36.96,21.80,26.15,0.97,167.65
51033,28.80,56.62,36.39,21.90,26.43,0.97,171.10
51034,28.40,56.16,36.34,21.90,26.58,0.97,170.35
51035,27.20,56.39,36.02,21.90,26.32,0.97,168.79
51036,27.20,56.00,36.00,21.90,26.16,0.97,168.23
51037,28.00,55.78,36.35,21.90,26.36,0.97,169.36
51038,26.40,55.92,36.39,21.90,26.31,0.97,167.89
51039,23.60,55.90,36.33,22.00,26.64,0.97,165.43
51040,26.80,55.91,35.89,21.90,26.57,0.97,168.05
51041,26.40,55.69,35.87,21.90,26.34,0.97,167.16
51042,26.40,55.62,36.19,21.90,26.18,1.03,167.32
51043,26.40,55.69,36.33,21.90,25.82,1.03,167.17
51044,28.00,55.77,36.53,21.90,25.85,0.94,168.98
51045,26.80,56.01,37.01,21.90,25.59,0.94,168.25
51046,27.60,55.97,37.12,21.90,25.28,0.94,168.81
51047,24.00,55.97,37.22,21.90,25.62,0.76,165.48
51048,25.20,55.89,37.14,21.90,25.94,0.76,166.84
51049,24.00,56.23,36.60,21.80,26.11,0.76,165.50
51050,24.00,56.13,36.81,21.80,26.39,0.71,165.84
51051,24.40,56.13,36.54,21.70,26.25,0.64,165.66
51052,26.40,56.47,36.40,21.70,26.55,0.52,168.04
51053,24.80,56.41,36.22,21.70,26.34,0.52,165.99
51054,24.00,56.31,36.52,21.70,26.38,0.52,165.43
51055,23.60,56.48,36.66,21.70,26.42,0.52,165.37
51056,21.60,56.26,36.82,21.90,26.57,0.52,163.66
51057,22.80,56.55,36.79,21.90,26.19,0.52,164.75
51058,22.40,56.40,36.43,21.90,26.25,0.52,163.90
51059,23.60,56.32,36.96,21.90,26.21,0.52,165.51
51060,22.40,56.25,37.56,21.80,26.26,0.52,164.79
51061,22.40,56.16,37.60,21.90,26.33,0.39,164.79
51062,21.20,56.23,36.93,21.90,26.24,0.39,162.89
51063,20.80,56.24,36.80,21.90,26.25,0.39,162.37
51064,19.60,56.11,36.34,21.90,26.49,0.39,160.83
51065,22.40,56.07,36.83,22.00,27.10,0.39,164.79
51066,23.60,56.26,36.72,22.00,27.62,0.39,166.59
51067,22.00,56.16,35.95,22.10,27.77,0.39,164.37
51068,21.20,55.87,36.30,22.10,27.80,0.39,163.66
51069,21.60,55.81,36.79,22.10,27.85,0.28,164.42
51070,20.80,55.84,36.10,22.10,27.99,0.28,163.11
51071,20.80,56.10,36.42,22.10,27.86,0.28,163.55
51072,23.20,55.73,36.56,22.20,28.03,0.20,165.91
51073,25.20,55.56,36.60,22.10,27.86,0.20,167.51
51074,26.80,55.44,36.80,22.10,27.93,0.20,169.26
51075,24.80,55.54,36.53,22.10,27.61,0.12,166.70
51076,26.40,55.41,36.25,22.10,27.74,0.17,168.08
51077,25.60,55.33,36.21,22.10,28.32,0.17,167.73
51078,26.80,55.26,36.45,22.10,28.05,0.17,168.83
51079,27.60,55.08,35.98,22.10,28.10,0.17,169.03
51080,26.00,55.00,36.19,22.20,27.96,0.17,167.52
51081,23.20,55.22,36.39,22.20,27.92,0.17,165.10
51082,24.40,55.33,36.26,22.20,27.85,0.17,166.21
51083,23.20,55.36,36.74,22.20,27.44,0.30,165.23
51084,22.80,55.54,36.83,22.20,28.01,0.30,165.68
51085,28.80,55.51,37.06,22.20,27.72,0.30,171.59
51086,33.20,55.60,37.30,22.30,27.94,0.30,176.64
51087,31.60,55.43,37.18,22.30,28.07,0.30,174.87
51088,31.20,55.69,37.17,22.40,28.18,0.30,174.92
51089,28.80,55.73,36.70,22.40,28.26,0.30,172.19
51090,26.80,55.83,37.07,22.40,28.17,0.30,170.57
51091,22.80,55.63,37.61,22.40,28.38,0.30,167.12
51092,22.40,55.83,37.80,22.40,28.52,0.30,167.24
51093,24.00,55.69,37.66,22.40,28.29,0.30,168.34
51094,24.40,55.57,37.76,22.60,28.18,0.30,168.81
51095,20.80,55.76,37.83,22.60,28.01,0.17,165.17
51096,22.80,56.09,37.72,22.70,28.44,0.17,167.93
51097,24.00,56.30,38.08,22.70,28.59,0.17,169.86
51098,23.20,56.18,38.02,22.70,28.77,0.17,169.05
51099,22.40,56.12,37.88,22.60,28.83,0.17,168.01
51100,23.60,56.35,37.93,22.60,29.01,0.17,169.67
51101,22.80,56.10,38.27,22.50,29.36,0.17,169.21
51102,20.40,56.24,38.00,22.50,29.00,0.17,166.31
51103,22.00,56.08,38.21,22.40,28.51,0.12,167.32
51104,23.20,56.42,38.70,22.40,28.08,0.12,168.92
51105,25.20,56.71,38.31,22.50,28.53,0.12,171.36
51106,28.00,56.54,38.28,22.60,28.63,0.23,174.28
51107,28.80,56.58,38.39,22.60,29.02,0.34,175.72
51108,25.60,56.37,37.69,22.70,29.25,0.34,171.95
51109,27.20,56.52,37.02,22.70,29.10,0.34,172.87
51110,27.60,56.38,36.95,22.70,28.89,0.34,172.85
51111,24.40,56.51,36.39,22.70,28.38,0.34,168.71
51112,27.60,56.67,36.81,22.70,28.33,0.34,172.45
51113,30.80,56.84,36.50,22.70,28.25,0.34,175.43
51114,30.40,56.89,36.67,22.70,28.27,0.34,175.26
51115,27.60,56.94,36.10,22.60,27.95,0.34,171.52
51116,28.80,56.94,35.87,22.60,27.81,0.34,172.36
51117,24.40,57.06,35.73,22.60,28.00,0.34,168.13
51118,22.40,57.05,36.10,22.60,27.98,0.34,166.46
51119,22.00,57.00,36.81,22.60,28.06,0.34,166.81
51120,23.20,56.59,36.54,22.60,28.12,0.34,167.39
51121,23.20,56.65,36.57,22.60,27.84,0.34,167.19
51122,23.20,56.79,36.62,22.60,27.46,0.23,166.90
51123,23.20,56.76,36.40,22.60,27.14,0.23,166.33
51124,22.00,56.91,36.01,22.60,26.71,0.23,164.46
51125,22.40,56.97,36.33,22.60,26.48,0.23,165.01
51126,21.60,56.97,36.72,22.70,26.42,0.23,164.63
51127,22.80,56.94,36.84,22.70,26.42,0.23,165.93
51128,22.40,57.41,37.04,22.70,26.89,0.23,166.68
51129,22.40,57.51,37.39,22.70,26.95,0.23,167.18
51130,20.40,57.50,37.80,22.70,26.87,0.23,165.51
51131,21.60,57.79,37.58,22.70,26.85,0.23,166.75
51132,23.20,57.67,37.26,22.70,26.75,0.23,167.81
51133,24.40,57.72,37.45,22.70,26.43,0.31,169.01
51134,27.20,57.72,38.09,22.70,26.31,0.31,172.32
51135,33.20,57.56,37.94,22.70,26.13,0.31,177.84
51136,34.80,57.32,37.90,22.80,26.17,0.31,179.30
51137,33.60,57.21,38.04,22.80,26.17,0.31,178.11
51138,35.60,57.11,38.22,22.90,25.69,0.31,179.82
51139,34.40,56.84,38.45,23.10,25.71,0.31,178.81
51140,30.80,56.83,38.10,23.10,26.19,0.31,175.32
51141,28.80,56.71,38.51,23.10,26.31,0.31,173.73
51142,30.00,56.64,38.35,23.10,26.30,0.31,174.69
51143,25.20,57.00,38.56,23.10,26.37,0.31,170.53
51144,23.60,56.89,39.00,23.00,26.47,0.31,169.26
51145,22.40,56.63,39.07,23.00,26.25,0.31,167.67
51146,21.60,56.68,39.29,23.00,26.46,0.31,167.32
51147,20.80,56.42,38.77,23.00,26.47,0.31,165.76
51148,24.00,56.45,38.21,23.00,26.57,0.14,168.38
51149,22.00,56.65,38.32,23.10,26.80,0.14,167.00
51150,23.20,56.65,38.03,23.10,26.89,0.14,168.02
51151,24.80,56.67,38.04,23.10,27.21,0.14,169.95
51152,22.40,56.77,38.50,23.10,26.85,0.14,167.77
51153,23.20,56.67,38.46,23.20,26.95,0.14,168.63
51154,26.80,56.40,38.43,23.20,27.12,0.14,172.09
51155,26.40,56.54,39.17,23.20,27.50,0.14,172.95
51156,24.00,56.46,39.22,23.20,27.65,0.29,170.83
51157,31.60,56.36,39.09,23.20,27.85,0.29,178.40
51158,32.00,56.27,39.52,23.20,27.98,0.29,179.25
51159,28.40,56.07,39.75,23.20,28.02,0.37,175.81
51160,28.00,55.93,39.45,23.10,28.12,0.46,175.07
51161,28.00,55.90,39.49,23.10,28.32,0.31,175.12
51162,22.00,56.14,38.80,23.10,28.44,0.31,168.78
51163,22.00,56.24,39.06,23.00,28.54,0.31,169.15
51164,24.80,56.26,38.80,22.90,28.25,0.31,171.33
51165,26.80,56.33,38.27,22.90,28.02,0.31,172.63
51166,27.20,56.48,37.82,22.90,27.78,0.31,172.49
51167,32.40,56.56,37.71,22.90,27.64,0.31,177.52
51168,29.20,56.03,37.68,22.90,27.82,0.31,173.94
51169,27.60,56.24,38.12,22.90,27.77,0.31,172.93
51170,25.20,55.87,37.91,22.90,27.99,0.31,170.18
51171,24.80,55.75,37.98,23.00,28.10,0.64,170.28
51172,21.20,55.69,38.03,23.00,28.13,0.64,166.68
51173,21.60,55.97,37.84,23.00,28.58,0.77,167.76
51174,24.00,56.01,37.58,23.00,28.94,0.77,170.30
51175,25.60,55.89,37.59,23.00,28.86,0.77,171.71
51176,26.80,55.75,37.59,23.00,28.84,0.69,172.67
51177,26.00,55.74,38.37,23.00,29.08,0.62,172.80
51178,28.40,55.62,38.64,23.00,28.62,0.62,174.90
51179,26.00,55.58,37.94,23.10,28.22,0.62,171.46
51180,27.20,55.63,38.68,23.10,28.43,0.62,173.65
51181,26.00,55.42,38.81,23.10,27.64,0.62,171.58
51182,26.80,55.32,38.74,23.20,27.38,0.62,172.06
51183,23.60,55.35,38.68,23.20,27.26,0.72,168.80
51184,23.60,55.28,38.83,23.20,27.15,0.72,168.78
51185,20.80,55.50,38.97,23.20,27.52,0.72,166.70
51186,24.00,55.42,38.37,23.20,27.54,0.72,169.24
51187,23.60,55.22,38.86,23.20,27.41,0.72,169.01
51188,26.00,54.88,39.16,23.20,27.29,0.72,171.25
51189,26.80,54.89,39.61,23.20,28.03,0.46,172.99
51190,24.80,55.23,39.41,23.20,28.17,0.39,171.19
51191,23.20,55.03,38.97,23.20,28.39,0.39,169.18
51192,21.20,54.95,39.01,23.20,28.10,0.30,166.76
51193,21.60,54.93,39.37,23.20,28.57,0.30,167.97
51194,22.40,55.13,39.49,23.40,28.58,0.30,169.29
51195,23.60,55.08,39.36,23.40,28.63,0.40,170.47
51196,23.20,55.13,38.88,23.40,28.20,0.54,169.35
51197,23.20,55.22,38.92,23.40,28.47,0.54,169.76
51198,20.40,55.22,39.25,23.40,28.22,0.54,167.03
51199,18.40,55.27,39.32,23.40,28.66,0.54,165.59
51200,21.20,55.41,39.42,23.40,28.52,0.54,168.49
51201,20.00,55.58,38.93,23.40,28.51,0.54,166.97
51202,20.80,55.70,38.64,23.40,28.23,0.54,167.31
51203,22.80,55.65,38.90,23.40,28.38,0.54,169.68
51204,26.80,55.93,39.29,23.40,28.17,0.54,174.13
51205,28.40,55.77,38.85,23.30,28.14,0.54,175.00
51206,26.40,55.77,38.39,23.30,27.87,0.54,172.28
51207,28.40,55.72,38.52,23.30,28.10,0.54,174.58
51208,29.60,55.54,38.00,23.30,27.72,0.63,174.79
51209,28.40,55.65,37.35,23.40,28.09,0.63,173.53
51210,29.20,55.54,36.75,23.40,28.16,0.63,173.69
51211,35.60,55.54,36.70,23.40,27.87,0.76,179.87
51212,37.20,55.46,36.69,23.50,27.38,0.76,181.00
51213,36.40,55.23,36.96,23.50,27.49,0.76,180.34
51214,36.00,55.38,36.21,23.60,27.42,0.76,179.37
51215,34.40,55.42,36.45,23.60,27.35,0.76,177.98
51216,33.20,55.13,36.35,23.60,27.35,0.76,176.39
51217,30.00,54.93,36.37,23.60,27.38,0.76,173.04
51218,28.00,54.93,36.46,23.50,27.31,0.88,171.08
51219,27.20,54.84,36.79,23.50,27.12,0.80,170.25
51220,26.00,54.67,36.81,23.50,27.35,0.80,169.13
51221,23.60,54.67,37.11,23.50,27.39,0.80,167.08
51222,24.40,54.67,37.13,23.50,27.46,0.80,167.96
51223,24.80,54.70,36.83,23.50,27.59,0.69,168.10
51224,24.00,54.79,36.53,23.50,27.35,0.69,166.85
51225,24.00,54.69,36.49,23.50,27.50,0.69,166.87
51226,27.20,54.79,37.24,23.40,27.59,0.59,170.80
51227,30.40,54.71,37.49,23.30,27.52,0.48,173.91
51228,31.60,54.77,37.93,23.40,27.50,0.48,175.68
51229,32.40,54.68,37.84,23.40,27.14,0.48,175.95
51230,29.60,54.99,37.81,23.40,27.23,0.48,173.51
51231,27.20,54.83,38.36,23.40,27.43,0.48,171.70
51232,24.40,55.06,38.42,23.40,27.31,0.46,169.05
51233,24.80,54.95,38.02,23.40,27.57,0.46,169.19
51234,22.80,54.88,37.78,23.50,27.54,0.31,166.82
51235,24.00,55.30,37.92,23.50,27.59,0.31,168.62
51236,26.80,55.55,37.95,23.40,27.74,0.31,171.75
51237,24.40,55.64,38.19,23.40,27.48,0.31,169.43
51238,25.60,55.37,38.56,23.50,27.03,0.31,170.36
51239,27.20,55.36,38.28,23.50,26.93,0.18,171.46
51240,26.00,55.56,38.57,23.50,26.91,0.18,170.72
51241,25.20,55.69,38.81,23.60,27.28,0.18,170.76
51242,27.60,55.63,39.29,23.60,26.89,0.35,173.37
51243,24.40,55.85,39.70,23.50,26.77,0.35,170.57
51244,26.00,55.79,39.80,23.50,26.78,0.35,172.23
51245,29.20,55.83,39.78,23.50,26.77,0.26,175.34
51246,27.20,55.90,39.33,23.50,26.51,0.40,172.84
51247,27.60,55.95,38.64,23.50,26.28,0.48,172.45
51248,29.20,55.80,38.75,23.50,26.94,0.48,174.66
51249,27.20,55.73,39.04,23.50,27.18,0.48,173.13
51250,26.00,55.60,39.03,23.60,27.24,0.48,171.95
51251,25.60,55.72,38.19,23.60,27.46,0.48,171.05
51252,24.00,55.99,38.50,23.60,27.49,0.48,170.05
51253,24.40,56.00,38.59,23.60,27.38,0.48,170.45
51254,23.60,55.94,38.53,23.70,27.46,0.48,169.71
51255,24.40,56.14,38.51,23.70,27.28,0.48,170.50
51256,24.00,56.25,38.56,23.70,27.47,0.48,170.46
51257,24.80,56.56,38.72,23.60,27.85,0.38,171.91
51258,26.00,56.57,38.80,23.60,27.37,0.38,172.72
51259,28.80,56.45,38.56,23.60,27.24,0.38,175.04
51260,28.40,56.35,38.66,23.60,27.60,0.24,174.85
51261,29.20,56.34,38.51,23.60,27.53,0.15,175.33
51262,28.00,56.34,38.27,23.70,27.45,0.15,173.92
51263,24.80,56.17,38.26,23.70,27.56,0.08,170.57
51264,23.20,55.94,38.16,23.70,27.73,0.08,168.81
51265,21.20,56.05,38.68,23.70,27.54,0.08,167.25
51266,20.80,55.93,38.96,23.70,27.34,0.08,166.81
51267,19.60,55.96,38.68,23.70,27.54,0.08,165.56
51268,20.80,55.88,38.19,23.70,28.01,0.08,166.66
51269,20.00,56.24,38.32,23.70,27.77,0.08,166.11
51270,22.00,56.11,38.16,23.80,28.15,0.08,168.29
51271,22.80,56.10,38.16,23.80,27.93,0.08,168.87
51272,24.40,56.09,37.99,23.80,27.83,0.08,170.18
51273,24.00,56.12,38.20,23.80,27.60,0.08,169.80
51274,25.60,56.03,37.64,23.80,27.38,0.08,170.53
51275,24.80,56.19,37.56,23.80,27.76,0.08,170.18
51276,21.60,55.86,37.82,23.80,27.70,0.08,166.86
51277,22.00,55.93,37.84,23.80,27.60,0.08,167.26
51278,22.40,55.91,37.59,23.80,27.65,0.08,167.44
51279,22.00,55.56,38.04,23.80,27.82,0.08,167.30
51280,22.80,55.84,37.81,23.80,28.06,0.08,168.40
51281,24.40,55.74,37.84,23.90,28.45,0.08,170.41
51282,28.80,55.82,38.04,23.90,28.62,0.08,175.26
51283,28.40,55.90,37.68,24.00,28.15,0.08,174.21
51284,30.00,56.05,38.23,24.00,27.80,0.08,176.16
51285,28.80,55.95,38.27,24.00,27.63,0.08,174.73
51286,28.80,55.94,38.22,24.00,27.02,0.08,174.06
51287,24.40,56.04,38.68,24.00,26.87,0.08,170.07
51288,23.60,55.87,39.10,24.00,27.48,0.08,170.13
51289,22.40,56.08,39.29,24.00,27.54,0.08,169.39
51290,23.60,56.01,39.18,24.00,27.82,0.08,170.70
51291,23.60,55.77,39.19,23.90,27.96,0.08,170.50
51292,25.60,55.81,39.03,23.90,27.76,0.08,172.18
51293,28.80,55.90,39.16,23.90,28.06,0.08,175.91
51294,29.20,55.78,39.54,23.90,28.41,0.00,176.83
51295,27.20,55.78,39.42,24.00,28.11,0.00,174.51
51296,28.80,55.75,39.68,24.00,28.27,0.00,176.50
51297,27.60,55.79,39.66,24.00,28.65,0.00,175.70
51298,28.00,55.40,39.46,24.00,28.74,0.00,175.59
51299,31.20,55.55,39.18,24.00,28.88,0.00,178.80
51300,31.60,55.37,38.40,23.90,28.77,0.00,178.04
51301,28.80,55.24,38.41,23.90,28.77,0.00,175.12
51302,29.20,55.27,38.66,23.90,28.92,0.00,175.95
51303,24.40,55.19,38.99,23.90,28.88,0.00,171.36
51304,19.20,54.95,39.18,24.00,29.22,0.00,166.54
51305,22.40,54.87,38.96,24.00,29.17,0.00,169.40
51306,26.00,54.60,38.35,24.10,28.83,0.12,172.00
51307,25.60,54.49,38.50,24.20,28.52,0.20,171.51
51308,30.00,54.55,38.09,24.20,28.49,0.20,175.53
51309,31.60,54.61,37.84,24.20,28.44,0.20,176.88
51310,27.60,54.72,38.09,24.30,28.66,0.20,173.57
51311,26.40,54.74,37.87,24.30,28.79,0.20,172.30
51312,26.80,54.54,38.02,24.30,28.85,0.20,172.72
51313,24.80,54.54,38.56,24.30,28.67,0.20,171.07
51314,22.80,54.78,38.30,24.30,28.58,0.20,168.96
51315,22.80,54.59,37.74,24.30,28.80,0.20,168.43
51316,22.40,54.45,37.84,24.40,28.62,0.20,167.92
51317,20.80,54.25,38.68,24.40,28.68,0.20,167.02
51318,20.80,54.27,39.10,24.50,28.61,0.20,167.48
51319,23.20,54.47,39.51,24.50,28.60,0.20,170.49
51320,24.40,54.48,39.29,24.50,28.57,0.20,171.44
51321,25.20,54.67,39.18,24.50,28.42,0.20,172.17
51322,23.20,54.70,39.21,24.40,28.53,0.30,170.33
51323,24.40,54.85,39.10,24.40,28.22,0.30,171.27
51324,27.20,55.06,38.85,24.40,28.58,0.30,174.39
51325,28.00,54.68,39.46,24.40,28.27,0.30,175.11
51326,28.80,55.19,39.70,24.40,28.69,0.45,177.23
51327,34.00,55.19,39.70,24.30,28.75,0.45,182.40
51328,34.40,55.05,39.64,24.30,28.62,0.45,182.47
51329,28.40,55.09,39.63,24.30,28.96,0.45,176.83
51330,28.40,55.03,39.60,24.30,28.67,0.45,176.45
51331,30.40,54.68,39.33,24.30,28.56,0.57,177.82
51332,26.40,54.57,39.00,24.30,28.14,0.49,172.89
51333,26.40,54.39,38.58,24.30,28.24,0.49,172.40
51334,26.00,54.56,39.25,24.30,28.39,0.49,172.99
51335,26.40,54.80,39.32,24.30,28.50,0.49,173.81
51336,23.20,54.72,39.12,24.30,28.81,0.49,170.64
51337,25.20,54.69,39.44,24.40,29.07,0.49,173.29
51338,25.20,54.74,39.09,24.30,28.87,0.49,172.69
51339,26.40,54.75,39.17,24.20,28.74,0.38,173.64
51340,26.40,54.78,39.85,24.10,28.70,0.32,174.14
51341,28.00,54.52,39.78,24.10,28.78,0.11,175.29
51342,27.60,54.81,39.88,24.10,28.93,0.11,175.44
51343,23.60,54.52,40.25,24.20,29.05,0.11,171.73
51344,25.60,54.48,40.34,24.20,28.99,0.00,173.61
51345,23.60,54.54,40.34,24.20,29.04,0.00,171.72
51346,21.60,54.97,40.66,24.30,29.30,0.00,170.83
51347,21.60,55.15,40.68,24.40,29.96,0.15,171.94
51348,23.20,55.38,40.56,24.40,29.91,0.15,173.61
51349,24.00,55.69,40.62,24.40,29.93,0.15,174.79
51350,24.80,55.47,40.52,24.40,29.95,0.15,175.29
51351,25.20,55.34,40.59,24.40,29.69,0.22,175.44
51352,22.40,55.34,40.50,24.40,29.72,0.22,172.58
51353,22.00,55.27,40.81,24.20,29.66,0.22,172.16
51354,20.80,55.39,40.95,24.30,30.41,0.28,172.14
51355,20.80,55.59,40.50,24.30,29.98,0.28,171.45
51356,17.60,55.59,40.86,24.20,30.20,0.28,168.73
51357,18.00,55.60,41.19,24.20,30.46,0.28,169.74
51358,19.20,55.48,41.08,24.20,30.19,0.28,170.44
51359,18.80,55.42,40.48,24.20,30.11,0.22,169.22
51360,20.00,55.29,41.27,24.20,30.07,0.22,171.04
51361,23.60,55.39,41.46,24.30,30.01,0.22,174.97
51362,26.40,55.28,41.16,24.20,30.12,0.22,177.38
51363,26.40,55.36,40.32,24.20,30.23,0.36,176.86
51364,28.40,55.47,40.65,24.30,30.13,0.36,179.30
51365,26.80,55.40,40.61,24.30,30.22,0.48,177.81
51366,26.80,55.26,40.44,24.10,29.99,0.48,177.07
51367,28.00,55.33,41.02,24.10,29.53,0.48,178.46
51368,27.20,55.01,40.54,24.10,29.60,0.48,176.94
51369,25.60,54.92,40.78,24.10,29.11,0.48,175.00
51370,28.40,55.10,40.71,24.10,29.20,0.57,178.09
51371,30.80,55.15,40.64,24.10,29.25,0.66,180.60
51372,30.00,55.39,40.51,24.20,29.71,0.66,180.46
51373,29.60,55.17,40.55,24.30,29.86,0.66,180.14
51374,32.00,55.03,40.25,24.30,29.53,0.66,181.77
51375,29.20,55.19,40.43,24.30,29.28,0.66,179.07
51376,24.40,55.09,40.35,24.20,29.05,0.66,173.74
51377,26.00,55.12,39.85,24.20,28.48,0.66,174.30
51378,27.20,55.23,39.78,24.20,28.78,0.66,175.85
51379,22.80,55.15,39.59,24.20,28.76,0.66,171.17
51380,24.00,55.24,39.89,24.20,28.28,0.66,172.28
51381,26.40,55.32,39.96,24.20,28.21,0.66,174.75
51382,22.40,55.26,39.62,24.20,27.69,0.39,169.56
51383,24.00,55.41,39.70,24.20,27.37,0.39,171.07
